1981-11-09	0	4.6	30	12
1981-11-10	0	5.7	30	11
1981-11-11	0	4.1	32	12
1981-11-12	0	2	25	10
1981-11-13	0	3.5	27	8
1981-11-14	0	3.4	27	7
1981-11-15	0	4.9	22	8
1981-11-16	0	2.3	31	8
1981-11-17	0	5.8	28	8
1981-11-18	0	5	26	10
1981-11-19	0	2.2	31	10
1981-11-20	0	4	33	10
1981-11-21	0	4.3	34	9
1981-11-22	0	3	33	8
1981-11-23	0	2.5	30	9
1981-11-24	0	1.5	29	8
1981-11-25	0	2.7	27	11
1981-11-26	0	2	23	10
1981-11-27	0	2.9	20	12
1981-11-28	0	0.8	21	9
1981-11-29	0	1.9	22	10
1981-11-30	0	3.1	19	9
1981-12-01	0	2	20	10
1981-12-02	0	2.3	25	11
1981-12-03	0	3.1	25	8
1981-12-04	0	4.2	26	9
1981-12-05	0	1.7	29	10
1981-12-06	0	4.3	27	8
1981-12-07	0	4.9	20	8
1981-12-08	0	3.4	20	9
1981-12-09	0	NULO	29	12
1981-12-10	0	NULO	28	8
1981-12-11	0	1.7	32	9
1981-12-12	0	4.1	26	12
1981-12-13	0	6.1	30	11
1981-12-14	0	4.9	29	10
1981-12-15	0	2.3	27	10
1981-12-16	0	4.4	25	8
1981-12-17	0	3.3	27	7
1981-12-18	0	3.2	27	8
1981-12-19	0	4.2	27	9
1981-12-20	0	4.2	30	8
1981-12-21	0	4.3	24	8
1981-12-22	0	2.8	27	9
1981-12-23	0	6.5	28	9
1981-12-24	0	8.1	25	9
1981-12-25	0	3.3	28	11
1981-12-26	0	2.1	28	6
1981-12-27	0	2.2	27	8
1981-12-28	0	7.6	21	11
1981-12-29	0	2.7	25	7
1981-12-30	0	NULO	27	7
1981-12-31	0	NULO	29	10
1982-01-01	0	NULO	28	11
1982-01-02	0	NULO	25	9
1982-01-03	0	NULO	18	7
1982-01-04	0	NULO	17	4
1982-01-05	0	NULO	18	6
1982-01-06	0	3.5	25	7
1982-01-07	0	3.1	21	10
1982-01-08	0	2.9	22	4
1982-01-09	0	2.8	27	8
1982-01-10	0	2.1	27	8
1982-01-11	0	1.5	23	7
1982-01-12	0	4.3	27	8
1982-01-13	0	1.2	22	10
1982-01-14	0	2.1	30	9
1982-01-15	0	0.4	28	10
1982-01-16	0	2.1	28	4
1982-01-17	0	1.5	23	7
1982-01-18	0	1.1	25	4
1982-01-19	0	0.9	26	8
1982-01-20	0	2	27	8
1982-01-21	0	1.2	25	6
1982-01-22	0	0.7	27	4
1982-01-23	0	0.5	24	9
1982-01-24	0	2.7	26	8
1982-01-25	0	1.3	25	5
1982-01-26	0	8.5	28	6
1982-01-27	0	5.9	28	9
1982-01-28	0	4.1	27	8
1982-01-29	0	2.3	28	9
1982-01-30	0	1.1	27	8
1982-01-31	0	5.7	25	7
1982-02-01	0	2.7	27	6
1982-02-02	0	4	28	8
1982-02-03	0	4.3	30	7
1982-02-04	0	4.1	28	9
1982-02-05	0	5.2	23	8
1982-02-06	0	2.2	28	9
1982-02-07	0	3	29	6
1982-02-08	0	3.2	27	10
1982-02-09	0	4.7	25	9
1982-02-10	0	2.8	27	9
1982-02-11	0	6.2	30	10
1982-02-12	0	4.5	28	9
1982-02-13	0	3.5	28	8
1982-02-14	0	5.4	28	10
1982-02-15	0	4.2	30	8
1982-02-16	0	3.6	29	11
1982-02-17	0	2.1	32	12
1982-02-18	0	6.3	33	11
1982-02-19	0	4	32	10
1982-02-20	0	4.4	31	9
1982-02-21	0	4.4	30	9
1982-02-22	0	4.6	29	11
1982-02-23	0	3	31	12
1982-02-24	0	2.6	31	10
1982-02-25	0	4	28	10
1982-02-26	0	5.9	30	11
1982-02-27	0	7	30	8
1982-02-28	0	6.7	34	8
1982-03-01	0	NULO	26	9
1982-03-02	0	NULO	24	11
1982-03-03	0	NULO	23	11
1982-03-04	0	NULO	25	11
1982-03-05	0	NULO	29	9
1982-03-06	0	NULO	31	10
1982-03-07	0	NULO	33	12
1982-03-08	0	NULO	34	11
1982-03-09	0	NULO	29	13
1982-03-10	0	NULO	30	9
1982-03-11	0	NULO	32	10
1982-03-12	0	NULO	31	11
1982-03-13	0	NULO	30	11
1982-03-14	0	NULO	29	10
1982-03-15	0	NULO	24	11
1982-03-16	0	NULO	25	10
1982-03-17	0	NULO	22	10
1982-03-18	0	NULO	26	8
1982-03-19	0	NULO	24	11
1982-03-20	0	NULO	27	9
1982-03-21	0	NULO	24	10
1982-03-22	0	NULO	24	10
1982-03-23	0	NULO	24	6
1982-03-24	0	NULO	27	9
1982-03-25	0	NULO	30	11
1982-03-26	0	NULO	27	8
1982-03-27	0	NULO	30	12
1982-03-28	0	NULO	31	9
1982-03-29	0	NULO	29	9
1982-03-30	0	NULO	27	10
1982-03-31	0	NULO	28	10
1982-05-01	0	NULO	33	11
1982-05-02	0	NULO	30	14
1982-05-03	0	NULO	28	9
1982-05-04	0	NULO	28	12
1982-05-05	0	NULO	29	10
1982-05-06	0	NULO	29	12
1982-05-07	0	NULO	30	11
1982-05-08	0	NULO	33	9
1982-05-09	0	NULO	35	12
1982-05-10	0	NULO	29	12
1982-05-11	0	NULO	29	11
1982-05-12	0	NULO	31	11
1982-05-13	0	NULO	29	9
1982-05-14	0	NULO	30	10
1982-05-15	0	NULO	34	8
1982-05-16	0	NULO	32	9
1982-05-17	0	NULO	31	11
1982-05-18	0	NULO	31	12
1982-05-19	0	NULO	33	13
1982-05-20	0	NULO	30	11
1982-05-21	0	NULO	30	13
1982-05-22	0	NULO	31	12
1982-05-23	0	NULO	31	13
1982-05-24	0	NULO	31	13
1982-05-25	0	NULO	31	12
1982-05-26	0	NULO	29	15
1982-05-27	0	NULO	28	14
1982-05-28	0	NULO	26	13
1982-05-29	0	NULO	31	11
1982-05-30	0	NULO	33	13
1982-05-31	0	NULO	32	12
1982-06-01	0	NULO	34	14
1982-06-02	0	NULO	31	13
1982-06-03	0	NULO	30	10
1982-06-04	0	NULO	32	12
1982-06-05	0	NULO	33	10
1982-06-06	0	NULO	34	12
1982-06-07	0	NULO	32	11
1982-06-08	0	NULO	30	10
1982-06-09	0	NULO	33	12
1982-06-10	0	NULO	32	12
1982-06-11	0	NULO	30	13
1982-06-12	0	NULO	30	9
1982-06-13	0	NULO	31	10
1982-06-14	0	NULO	33	12
1982-06-15	0	NULO	30	14
1982-06-16	0	NULO	31	14
1982-06-17	0	NULO	30	14
1982-06-18	0	NULO	30	12
1982-06-19	0	NULO	32	11
1982-06-20	0	NULO	30	9
1982-06-21	0	NULO	34	11
1982-06-22	0	NULO	31	10
1982-06-23	0	NULO	30	9
1982-06-24	0	NULO	33	11
1982-06-25	0	NULO	33	10
1982-06-26	0	NULO	33	11
1982-06-27	0	NULO	32	11
1982-06-28	0	NULO	34	12
1982-06-29	0	NULO	32	11
1982-06-30	0	NULO	33	11
1982-07-01	0	NULO	34	17
1982-07-02	0	NULO	33	12
1982-07-03	0	NULO	37	14
1982-07-04	0	NULO	34	16
1982-07-05	0	NULO	35	15
1982-07-06	0	NULO	36	16
1982-07-07	0	NULO	33	14
1982-07-08	0	NULO	33	17
1982-07-09	0	NULO	31	13
1982-07-10	0	NULO	32	12
1982-07-11	0	NULO	39	14
1982-07-12	0	NULO	39	19
1982-07-13	0	NULO	34	19
1982-07-14	0	NULO	34	17
1982-07-15	0	NULO	39	16
1982-07-16	0	NULO	40	13
1982-07-17	0	NULO	37	15
1982-07-18	0	NULO	35	16
1982-07-19	0	NULO	37	12
1982-07-20	0	NULO	39	13
1982-07-21	0	NULO	33	16
1982-07-22	0	NULO	31	16
1982-07-23	0	NULO	35	18
1982-07-24	0	NULO	38	17
1982-07-25	0	NULO	39	15
1982-07-26	0	NULO	36	16
1982-07-27	0	NULO	40	17
1982-07-28	0	NULO	40	14
1982-07-29	0	NULO	40	14
1982-07-30	0	NULO	41	13
1982-07-31	0	NULO	43	15
1982-08-01	0	NULO	32	11
1982-08-02	0	NULO	34	11
1982-08-03	0	NULO	35	13
1982-08-04	0	NULO	39	15
1982-08-05	0	NULO	35	16
1982-08-06	0	NULO	34	12
1982-08-07	0	NULO	35	11
1982-08-08	0	NULO	38	12
1982-08-09	0	NULO	37	12
1982-08-10	0	NULO	40	17
1982-08-11	0	NULO	34	16
1982-08-12	0	NULO	36	16
1982-08-13	0	NULO	37	14
1982-08-14	0	NULO	37	10
1982-08-15	0	NULO	35	14
1982-08-16	0	NULO	34	20
1982-08-17	0	NULO	35	14
1982-08-18	0	NULO	37	11
1982-08-19	0	NULO	39	15
1982-08-20	0	NULO	39	14
1982-08-21	0	NULO	38	14
1982-08-22	0	NULO	42	15
1982-08-23	0	NULO	40	11
1982-08-24	0	NULO	36	13
1982-08-25	0	NULO	33	11
1982-08-26	0	NULO	37	12
1982-08-27	0	NULO	37	12
1982-08-28	0	NULO	36	10
1982-08-29	0	NULO	36	11
1982-08-30	0	NULO	37	16
1982-08-31	0	NULO	34	12
1982-10-01	0	NULO	34	13
1982-10-02	0	NULO	36	12
1982-10-03	0	NULO	33	11
1982-10-04	0	NULO	38	11
1982-10-05	0	NULO	35	15
1982-10-06	0	NULO	32	11
1982-10-07	0	NULO	34	11
1982-10-08	0	NULO	33	10
1982-10-09	0	NULO	34	12
1982-10-10	0	NULO	28	13
1982-10-11	0	NULO	32	10
1982-10-12	0	NULO	32	12
1982-10-13	0	NULO	35	13
1982-10-14	0	NULO	35	13
1982-10-15	0	NULO	34	10
1982-10-16	0	NULO	36	11
1982-10-17	0	NULO	38	11
1982-10-18	0	NULO	38	10
1982-10-19	0	NULO	34	11
1982-10-20	0	NULO	35	13
1982-10-21	0	NULO	36	13
1982-10-22	0	NULO	33	12
1982-10-23	0	NULO	35	11
1982-10-24	0	NULO	34	11
1982-10-25	0	NULO	38	12
1982-10-26	0	NULO	38	11
1982-10-27	0	NULO	33	10
1982-10-28	0	NULO	32	11
1982-10-29	0	NULO	34	10
1982-10-30	0	NULO	36	11
1982-10-31	0	NULO	34	11
1982-11-01	0	NULO	35	11
1982-11-02	0	NULO	37	14
1982-11-03	0	NULO	32	12
1982-11-04	0	NULO	32	10
1982-11-05	0	NULO	36	11
1982-11-06	0	NULO	32	11
1982-11-07	0	NULO	34	12
1982-11-08	0	NULO	33	11
1982-11-09	0	NULO	33	12
1982-11-10	0	NULO	29	8
1982-11-11	0	NULO	30	9
1982-11-12	0	NULO	33	11
1982-11-13	0	NULO	31	12
1982-11-14	0	NULO	32	10
1982-11-15	16	NULO	31	11
1982-11-16	0	NULO	33	10
1982-11-17	0	NULO	32	11
1982-11-18	0	NULO	30	11
1982-11-19	0	NULO	31	9
1982-11-20	0	NULO	26	9
1982-11-21	0	NULO	28	10
1982-11-22	0	NULO	28	9
1982-11-23	0	NULO	28	8
1982-11-24	0	NULO	27	9
1982-11-25	0	NULO	25	6
1982-11-26	0	NULO	28	9
1982-11-27	0	NULO	29	10
1982-11-28	0	NULO	27	9
1982-11-29	0	NULO	29	9
1982-11-30	0	NULO	28	12
1982-12-01	6	NULO	31	9
1982-12-02	0	NULO	29	8
1982-12-03	0	NULO	31	7
1982-12-04	0	NULO	30	9
1982-12-05	0	NULO	29	10
1982-12-06	0	NULO	31	10
1982-12-07	0	NULO	32	11
1982-12-08	0	NULO	30	5
1982-12-09	0	NULO	24	7
1982-12-10	0	NULO	26	6
1982-12-11	0	NULO	20	5
1982-12-12	0	NULO	21	6
1982-12-13	0	NULO	21	4
1982-12-14	0	NULO	25	10
1982-12-15	0	NULO	28	8
1982-12-16	0	NULO	24	10
1982-12-17	0	NULO	31	10
1982-12-18	0	NULO	33	9
1982-12-19	0	NULO	34	9
1982-12-20	0	NULO	30	9
1982-12-21	0	NULO	30	10
1982-12-22	0	NULO	27	12
1982-12-23	0	NULO	26	11
1982-12-24	0	NULO	20	6
1982-12-25	0	NULO	21	7
1982-12-26	0	NULO	20	4
1982-12-27	0	NULO	21	6
1982-12-28	0	NULO	20	5
1982-12-29	0	NULO	21	5
1982-12-30	0	NULO	21	9
1982-12-31	0	NULO	18	0
1983-01-01	0	NULO	21	0
1983-01-02	0	NULO	22	4
1983-01-03	0	NULO	23	4
1983-01-04	0	NULO	28	0
1983-01-05	0	NULO	27	0
1983-01-06	0	NULO	26	6
1983-01-07	0	NULO	29	9
1983-01-08	0	NULO	30	6
1983-01-09	0	NULO	31	9
1983-01-10	0	NULO	33	6
1983-01-11	0	NULO	32	9
1983-01-12	0	NULO	31	11
1983-01-13	0	NULO	30	7
1983-01-14	0	NULO	30	7
1983-01-15	0	NULO	32	8
1983-01-16	0	NULO	29	7
1983-01-17	0	NULO	28	7
1983-01-18	0	NULO	27	5
1983-01-19	0	NULO	24	7
1983-01-20	0	NULO	25	5
1983-01-21	0	NULO	26	5
1983-01-22	0	NULO	25	7
1983-01-23	0	NULO	26	7
1983-01-24	0	NULO	27	5
1983-01-25	0	NULO	27	5
1983-01-26	0	NULO	29	6
1983-01-27	0	NULO	28	4
1983-01-28	0	NULO	25	4
1983-01-29	0	NULO	28	3
1983-01-30	0	NULO	23	7
1983-01-31	0	NULO	23	4
1983-02-01	0	NULO	23	3
1983-02-02	0	NULO	24	3
1983-02-03	0	NULO	24	5
1983-02-04	0	NULO	22	6
1983-02-05	0	NULO	23	9
1983-02-06	0	NULO	29	9
1983-02-07	0	NULO	28	8
1983-02-08	0	NULO	29	10
1983-02-09	0	NULO	29	7
1983-02-10	0	NULO	25	9
1983-02-11	0	NULO	29	5
1983-02-12	0	NULO	29	6
1983-02-13	0	NULO	30	6
1983-02-14	0	NULO	29	5
1983-02-15	0	NULO	31	4
1983-02-16	0	NULO	30	6
1983-02-17	0	NULO	28	7
1983-02-18	0	NULO	31	7
1983-02-19	0	NULO	32	7
1983-02-20	0	NULO	30	5
1983-02-21	0	NULO	29	7
1983-02-22	0	NULO	27	7
1983-02-23	0	NULO	30	9
1983-02-24	0	NULO	30	7
1983-02-25	0	NULO	28	6
1983-02-26	0	NULO	29	6
1983-02-27	0	NULO	28	7
1983-02-28	0	NULO	31	5
1983-03-01	0	NULO	31	5
1983-03-02	2.5	NULO	25	9
1983-03-03	52	NULO	24	7
1983-03-04	19	NULO	22	5
1983-03-05	0	NULO	25	5
1983-03-06	0	NULO	24	4
1983-03-07	0	NULO	26	5
1983-03-08	0	NULO	22	6
1983-03-09	0	NULO	30	7
1983-03-10	0	NULO	32	7
1983-03-11	0	NULO	31	8
1983-03-12	0	NULO	27	7
1983-03-13	0	NULO	28	6
1983-03-14	0	NULO	30	5
1983-03-15	0	NULO	26	6
1983-03-16	0	NULO	26	4
1983-03-17	0	NULO	29	4
1983-03-18	0	NULO	27	5
1983-03-19	0	NULO	25	6
1983-03-20	0	NULO	28	4
1983-03-21	0	NULO	27	6
1983-03-22	0	NULO	25	3
1983-03-23	0	NULO	28	6
1983-03-24	0	NULO	28	6
1983-03-25	0	NULO	29	5
1983-03-26	0	NULO	26	5
1983-03-27	0	NULO	26	5
1983-03-28	0	NULO	27	4
1983-03-29	0	NULO	27	6
1983-03-30	0	NULO	28	4
1983-03-31	0	NULO	30	6
1983-04-01	0	NULO	29	5
1983-04-02	0	NULO	30	6
1983-04-03	0	NULO	28	6
1983-04-04	0	NULO	35	5
1983-04-05	0	NULO	27	6
1983-04-06	4.2	NULO	25	9
1983-04-07	0	NULO	22	5
1983-04-08	0	NULO	27	7.5
1983-04-09	0	NULO	24	7
1983-04-10	0	NULO	23	7
1983-04-11	0	NULO	21	9
1983-04-12	0	NULO	21	8
1983-04-13	0	NULO	19	9
1983-04-14	0	NULO	19	10
1983-04-15	0	NULO	21	8
1983-04-16	0	NULO	27	5
1983-04-17	0	NULO	30	4
1983-04-18	0	NULO	31	7
1983-04-19	0	NULO	30	4
1983-04-20	0	NULO	29	8
1983-04-21	0	NULO	27	5
1983-04-22	0	NULO	27	7
1983-04-23	0	NULO	28	6
1983-04-24	0	NULO	31	8
1983-04-25	0	NULO	33	5
1983-04-26	0	NULO	36	7
1983-04-27	0	NULO	28	6
1983-04-28	0	NULO	30	7
1983-04-29	0	NULO	31	6
1983-04-30	0	NULO	32	5
1983-05-01	0	4.1	28	6
1983-05-02	0	3.9	29	10
1983-05-03	0	7.3	24	9
1983-05-04	0	5.7	30	11
1983-05-05	0	6.3	25	12
1983-05-06	0	4.2	23	12
1983-05-07	0	7.4	23	12
1983-05-08	0	7.9	28	5
1983-05-09	0	3.8	30	5
1983-05-10	0	2.1	31	4
1983-05-11	0	6.7	32	6
1983-05-12	0	6.6	30	4
1983-05-13	0	4.8	32	7
1983-05-14	0	5.2	29	7
1983-05-15	0	5.9	28	8
1983-05-16	0	3.9	29	9
1983-05-17	0	3.1	30	5
1983-05-18	0	4.8	32	7
1983-05-19	0	5.8	32	9
1983-05-20	0	6.3	30	7
1983-05-21	0	6.2	31	6
1983-05-22	0	6.2	31	9
1983-05-23	0	4.7	33	6
1983-05-24	0	7.2	33	8
1983-05-25	0	7.7	32	7
1983-05-26	0	6.5	32	7
1983-05-27	0	3.8	34	8
1983-05-28	0	4.7	34	9
1983-05-29	0	6.8	36	8
1983-05-30	0	7.2	33	9
1983-05-31	0	5	32	8
1983-06-01	0	NULO	32	8
1983-06-02	0	NULO	30	5
1983-06-03	0	NULO	24	12
1983-06-04	0	NULO	24	7
1983-06-05	0	NULO	20	14
1983-06-06	0	NULO	25	14
1983-06-07	0	NULO	27	14
1983-06-08	0	NULO	22	13
1983-06-09	0	NULO	21	14
1983-06-10	0	NULO	24	14
1983-06-11	0	NULO	23	12
1983-06-12	0	NULO	28	10
1983-06-13	0	NULO	26	11
1983-06-14	0	NULO	30	12
1983-06-15	0	NULO	31	13
1983-06-16	0	NULO	34	8
1983-06-17	0	NULO	31	11
1983-06-18	0	NULO	32	7
1983-06-19	0	NULO	32	9
1983-06-20	0	NULO	35	9
1983-06-21	0	NULO	34	10
1983-06-22	0	NULO	35	8
1983-06-23	0	NULO	33	11
1983-06-24	0	NULO	32	12
1983-06-25	0	NULO	32	12
1983-06-26	0	NULO	33	11
1983-06-27	0	NULO	32	12
1983-06-28	0	NULO	31	8
1983-06-29	0	NULO	33	7
1983-06-30	0	NULO	33	7
1983-07-01	0	NULO	32	8
1983-07-02	0	NULO	33	7
1983-07-03	0	NULO	33	7
1983-07-04	0	NULO	38	8
1983-07-05	0	NULO	33	9
1983-07-06	0	NULO	33	8
1983-07-07	0	NULO	32	8
1983-07-08	0	NULO	35	9
1983-07-09	0	NULO	33	11
1983-07-10	0	NULO	42	13
1983-07-11	0	NULO	36	14
1983-07-12	0	NULO	44	14
1983-07-13	0	NULO	42	15
1983-07-14	0	NULO	43	17
1983-07-15	0	NULO	43	17
1983-07-16	0	NULO	42	18
1983-07-17	0	NULO	42	20
1983-07-18	0	NULO	37	20
1983-07-19	0	NULO	37	19
1983-07-20	0	NULO	40	17
1983-07-21	0	NULO	42	10
1983-07-22	0	NULO	43	17
1983-07-23	0	NULO	41	12
1983-07-24	0	NULO	40	17
1983-07-25	0	NULO	37	17
1983-07-26	0	NULO	40	21
1983-07-27	0	NULO	38	21
1983-07-28	0	NULO	38	20
1983-07-29	0	NULO	39	20
1983-07-30	0	NULO	41	19
1983-07-31	0	NULO	42	14
1983-08-01	0	NULO	41	10
1983-08-02	0	NULO	39	12
1983-08-03	0	NULO	42	12
1983-08-04	0	NULO	33	10
1983-08-05	0	NULO	40	13
1983-08-06	0	NULO	43	14
1983-08-07	0	NULO	42	15
1983-08-08	0	NULO	43	12
1983-08-09	0	NULO	43	15
1983-08-10	0	NULO	40	16
1983-08-11	0	NULO	42	9
1983-08-12	0	NULO	41	10
1983-08-13	0	NULO	40	17
1983-08-14	0	NULO	39	10
1983-08-15	12	NULO	38	11
1983-08-16	7	NULO	39	10
1983-08-17	0	NULO	32	15
1983-08-18	0	NULO	33	13
1983-08-19	0	NULO	35	13
1983-08-20	0	NULO	34	13
1983-08-21	0	NULO	34	9
1983-08-22	0	NULO	32	13
1983-08-23	0	NULO	33	12
1983-08-24	0	NULO	34	12
1983-08-25	0	NULO	34	11
1983-08-26	0	NULO	35	8
1983-08-27	0	NULO	35	8
1983-08-28	0	NULO	40	9
1983-08-29	0	NULO	41	10
1983-08-30	0	NULO	42	14
1983-08-31	0	NULO	40	15
1983-09-01	0	NULO	41	17
1983-09-02	0	NULO	42	17
1983-09-03	0	NULO	40	16
1983-09-04	0	NULO	43	19
1983-09-05	0	NULO	41	21
1983-09-06	0	NULO	42	21
1983-09-07	0	NULO	42	16
1983-09-08	0	NULO	40	17
1983-09-09	0	NULO	39	12
1983-09-10	0	NULO	41	12
1983-09-11	0	NULO	41	14
1983-09-12	0	NULO	41	16
1983-09-13	0	NULO	40	18
1983-09-14	0	NULO	41	16
1983-09-15	0	NULO	41	15
1983-09-16	0	NULO	40	16
1983-09-17	0	NULO	41	16
1983-09-18	0	NULO	39	17
1983-09-19	0	NULO	38	13
1983-09-20	0	NULO	40	16
1983-09-21	0	NULO	41	16
1983-09-22	6	NULO	38	17
1983-09-23	0	NULO	36	22
1983-09-24	0	NULO	37	18
1983-09-25	0	NULO	39	19
1983-09-26	0	NULO	39	20
1983-09-27	0	NULO	36	21
1983-09-28	0	NULO	39	21
1983-09-29	0	NULO	35	17
1983-09-30	0	NULO	36	16
1983-10-01	0	NULO	40	16
1983-10-02	0	NULO	41	13
1983-10-03	0	NULO	39	19
1983-10-04	0	NULO	42	17
1983-10-05	0	NULO	36	13
1983-10-06	0	NULO	42	17
1983-10-07	0	NULO	43	19
1983-10-08	0	NULO	43	19
1983-10-09	0	NULO	41	15
1983-10-10	0	NULO	42	11
1983-10-11	0	NULO	41	16
1983-10-12	0	NULO	41	15
1983-10-13	0	NULO	36	17
1983-10-14	0	NULO	38	16
1983-10-15	12	NULO	36	16
1983-10-16	7	NULO	39	19
1983-10-17	0	NULO	32	15
1983-10-18	0	NULO	33	13
1983-10-19	0	NULO	34	13
1983-10-20	0	NULO	34	17
1983-10-21	0	NULO	34	19
1983-10-22	0	NULO	36	17
1983-10-23	0	NULO	33	16
1983-10-24	0	NULO	34	15
1983-10-25	0	NULO	34	16
1983-10-26	0	NULO	35	16
1983-10-27	0	NULO	35	17
1983-10-28	0	NULO	40	18
1983-10-29	0	NULO	41	16
1983-10-30	0	NULO	40	17
1983-10-31	0	NULO	40	19
1983-11-01	0	NULO	32	17
1983-11-02	0	NULO	31	10
1983-11-03	0	NULO	34	17
1983-11-04	0	NULO	31	9
1983-11-05	0	NULO	32	9
1983-11-06	0	NULO	33	11
1983-11-07	0	NULO	31	9
1983-11-08	0	NULO	33	10
1983-11-09	0	NULO	34	8
1983-11-10	0	NULO	32	9
1983-11-11	0	NULO	34	11
1983-11-12	0	NULO	31	9
1983-11-13	0	NULO	31	12
1983-11-14	0	NULO	30	9
1983-11-15	0	NULO	32	10
1983-11-16	0	NULO	31	11
1983-11-17	0	NULO	30	11
1983-11-18	0	NULO	33	12
1983-11-19	0	NULO	30	14
1983-11-20	0	NULO	30	9
1983-11-21	0	NULO	31	9
1983-11-22	0	NULO	33	11
1983-11-23	0	NULO	31	9
1983-11-24	0	NULO	29	12
1983-11-25	0	NULO	28	8
1983-11-26	0	NULO	26	12
1983-11-27	0	NULO	24	6
1983-11-28	0	NULO	29	9
1983-11-29	0	NULO	28	8
1983-11-30	0	NULO	28	10
1983-12-01	5	NULO	34	14
1983-12-02	0	NULO	30	15
1983-12-03	12	NULO	39	15
1983-12-04	0	NULO	34	13
1983-12-05	0	NULO	33	12
1983-12-06	0	NULO	32	13
1983-12-07	0	NULO	39	14
1983-12-08	0	NULO	39	13
1983-12-09	0	NULO	31	16
1983-12-10	0	NULO	33	10
1983-12-11	0	NULO	38	10
1983-12-12	0	NULO	38	10
1983-12-13	0	NULO	30	12
1983-12-14	0	NULO	31	11
1983-12-15	0	NULO	34	11
1983-12-16	0	NULO	34	9
1983-12-17	0	NULO	30	11
1983-12-18	0	NULO	31	9
1983-12-19	0	NULO	31	11
1983-12-20	0	NULO	34	10
1983-12-21	0	NULO	31	11
1983-12-22	0	NULO	37	12
1983-12-23	0	NULO	32	10
1983-12-24	0	NULO	38	9
1983-12-25	0	NULO	30	10
1983-12-26	0	NULO	30	9
1983-12-27	0	NULO	31	8
1983-12-28	0	NULO	27	14
1983-12-29	0	NULO	29	14
1983-12-30	0	NULO	30	16
1983-12-31	0	NULO	29	15
1984-01-01	0	2	32	12
1984-01-02	0	2	29	9
1984-01-03	0	2.1	30	9
1984-01-04	22	2.1	31	10
1984-01-05	0	2.1	32	11
1984-01-06	0	2.3	31	8
1984-01-07	0	1.8	26	8
1984-01-08	0	1.7	28	11
1984-01-09	0	1.6	24	8
1984-01-10	0	1.7	23	6
1984-01-11	0	1.8	27	9
1984-01-12	0	2.1	29	8
1984-01-13	0	1.9	27	8
1984-01-14	0	1.6	25	9
1984-01-15	0	1.7	27	10
1984-01-16	0	1.7	25	8
1984-01-17	0	1.8	28	10
1984-01-18	0	1.9	27	8
1984-01-19	0	1.7	24	7
1984-01-20	0	1.9	28	9
1984-01-21	0	2	26	6
1984-01-22	0	2.1	28	7
1984-01-23	0	1.7	24	7
1984-01-24	0	1.6	26	10
1984-01-25	0	1.6	25	9
1984-01-26	0	2.1	30	9
1984-01-27	0	2.1	30	9
1984-01-28	4	1.6	25	9
1984-01-29	0	1.7	27	10
1984-01-30	0	1.9	26	7
1984-01-31	0	2	31	11
1984-02-01	0	1.7	27	10
1984-02-02	30	1.7	28	11
1984-02-03	0	1.9	28	9
1984-02-04	0	1.9	29	10
1984-02-05	0	2	28	8
1984-02-06	0	1.9	28	9
1984-02-07	0	2.1	29	8
1984-02-08	0	1.9	29	9
1984-02-09	0	2.3	32	9
1984-02-10	0	1.9	29	10
1984-02-11	0	2.1	30	9
1984-02-12	0	2.1	29	8
1984-02-13	0	2.1	30	9
1984-02-14	0	2	29	9
1984-02-15	0	2.1	30	9
1984-02-16	0	2.2	31	9
1984-02-17	0	1.6	26	10
1984-02-18	0	1.6	23	7
1984-02-19	0	1.7	28	11
1984-02-20	0	1.5	25	10
1984-02-21	0	1.4	24	10
1984-02-22	0	1.7	26	9
1984-02-23	0	1.4	24	10
1984-02-24	0	2.3	30	7
1984-02-25	0	2.1	31	10
1984-02-26	0	1.5	25	10
1984-02-27	0	1.4	26	12
1984-02-28	0	1.3	24	11
1984-02-29	0	2	31	11
1984-03-01	0	2	30	10
1984-03-02	0	1.8	30	12
1984-03-03	0	2.1	29	8
1984-03-04	0	2.1	30	9
1984-03-05	0	1.8	27	9
1984-03-06	0	2.3	32	9
1984-03-07	0	2.2	32	10
1984-03-08	0	2.4	32	8
1984-03-09	0	2.4	33	9
1984-03-10	0	2.4	31	7
1984-03-11	0	2.2	30	8
1984-03-12	0	1.8	27	9
1984-03-13	0	2	28	8
1984-03-14	0	2.1	30	9
1984-03-15	0	2.1	29	8
1984-03-16	0	2.1	30	9
1984-03-17	0	2.1	30	9
1984-03-18	0	2.3	31	8
1984-03-19	0	2.4	32	8
1984-03-20	0	1.8	27	9
1984-03-21	0	1.6	26	10
1984-03-22	0	2.4	30	6
1984-03-23	0	2	27	7
1984-03-24	0	2.2	29	7
1984-03-25	0	1.6	27	11
1984-03-26	0	1.9	29	10
1984-03-27	0	1.9	28	9
1984-03-28	0	2.3	30	7
1984-03-29	0	2.3	31	8
1984-03-30	0	2.1	30	9
1984-03-31	0	2.2	31	9
1984-04-01	0	1.9	26	7
1984-04-02	0	1.9	29	10
1984-04-03	0	1.8	29	11
1984-04-04	0	1.9	28	9
1984-04-05	0	1.9	30	11
1984-04-06	0	2	33	13
1984-04-07	0	2.1	31	10
1984-04-08	0	2.1	33	12
1984-04-09	0	2.4	32	8
1984-04-10	0	2.2	33	11
1984-04-11	0	2.1	31	10
1984-04-12	0	1.9	31	12
